,index,File Name,Nb #,Genotype,phase,min slice,max slice,Daughter Asl Area,Daughter Asl Mean,Daughter Asl Mode,Daughter Asl Min,Daughter Asl Max,Daughter Asl IntDen,Daughter Asl RawIntDensity,Mother Asl Area,Mother Asl Mean,Mother Asl Mode,Mother Asl Min,Mother Asl Max,Mother Asl IntDen,Mother Asl RawIntDensity,Daughter Cnb Area,Daughter Cnb Mean,Daughter Cnb Mode,Daughter Cnb Min,Daughter Cnb Max,Daughter Cnb IntDen,Daughter Cnb RawIntDensity,Mother Cnb Area,Mother Cnb Mean,Mother Cnb Mode,Mother Cnb Min,Mother Cnb Max,Mother Cnb IntDen,Mother Cnb RawIntDensity,Daughter Asl Area background,Daughter Asl Mean background,Daughter Asl Mode background,Daughter Asl Min background,Daughter Asl Max background,Daughter Asl IntDen background,Daughter Asl RawIntDensity background,Mother Asl Area background,Mother Asl Mean background,Mother Asl Mode background,Mother Asl Min background,Mother Asl Max background,Mother Asl IntDen background,Mother Asl RawIntDensity background,Daughter Cnb Area background,Daughter Cnb Mean background,Daughter Cnb Mode background,Daughter Cnb Min background,Daughter Cnb Max background,Daughter Cnb IntDen background,Daughter Cnb RawIntDensity background,Mother Cnb Area background,Mother Cnb Mean background,Mother Cnb Mode background,Mother Cnb Min background,Mother Cnb Max background,Mother Cnb IntDen background,Mother Cnb RawIntDensity background,Sub D/M Cnb ratio,Adjusted Cnb D/M Ratio,Adjusted Asl D/M Ratio,Adjusted Daughter Asl RawIntDensity,Adjusted Daughter Cnb RawIntDensity,Adjusted Mother Cnb RawIntDensity,Adjusted Cnb D/M Ratio - Log10,Original Cnb D/M Ratio - Log10,Daughter Asl IntDensity,Daughter Asl RawIntDen,Mother Asl IntDensity,Mother Asl RawIntDen,Daughter Area,Mother Area,Daughter Cnb IntDensity,Daughter Cnb RawIntDen,Mother Cnb IntDensity,Mother Cnb RawIntDen,Integrated Density - Asl D/M,Integrated Density - Cnb D/M,Daughter Asl/Area,Mother Asl/Area,"Asl D/M, Area Adjusted",Daughter Cnb/Area,Mother Cnb/Area,"Cnb D/M, Area Adjusted",average Cnb IntDen background,Daughter Cnb IntDen / background,Mother Cnb IntDen / background,enriichment?,d/m,Daughter Cnb IntDen - background,Mother Cnb IntDen - background,enrichment?
97,115,PP4KO_female_slide1_MTs568_Cnb488_Asl647_1515_001_SIR_ALX_Nb6_telophase,Nb6,WT,telophase,34.0,82.0,0.144,108026.582,56425.385,55675.465,183661.828,15555.828,9722392.34,0.149,136611.805,134391.096,74724.797,198405.547,20327.837,12704897.891,0.144,15951.148,10623.363,4190.327,42049.117,2296.965,1435603.346,0.149,10212.539,8979.365,2788.18,21111.225,1519.626,949766.124,0.149,48100.566,55623.469,27891.795,69287.18,7157.364,4473352.635,0.149,48100.566,55623.469,27891.795,69287.18,7157.364,4473352.635,0.149,9047.144,5882.245,2778.184,22398.914,1346.215,841384.433,0.149,9047.144,5882.245,2778.184,22398.914,1346.215,841384.433,,1.5115335341229752,0.7652475780137696,9722392.34,1435603.346,,0.1794177866597248,0.1794177866597248,15555.828,9722392.34,20327.837,12704897.891,0.144,0.149,2296.965,2296.965,1519.626,949766.124,0.7652475765129364,1.5115331009077235,67516613.47222222,85267771.08053692,0.791818674472581,15951.145833333336,6374269.288590604,0.0025024273545964,1346.215,,,,6.843575490388801,950.7500000000002,173.41100000000006,Daughter
98,116,PP4KO_female_slide1_MTs568_Cnb488_Asl647_1515_001_SIR_ALX_Nb7_anaphase,Nb7,WT,anaphase,10.0,70.0,0.102,277657.95,308808.233,181663.109,399383.188,28432.174,17770108.828,0.146,273715.488,206804.245,142045.047,403121.5,39852.975,24908109.391,0.102,18669.961,19920.324,5782.576,31360.41,1911.804,1194877.49,0.146,15992.213,10435.531,2988.832,26096.166,2328.466,1455291.388,0.13,84212.403,60135.178,55563.691,115579.102,10913.927,6821204.637,0.13,84212.403,60135.178,55563.691,115579.102,10913.927,6821204.637,0.13,14496.556,10362.731,7285.309,23870.996,1878.754,1174221.063,0.13,14496.556,10362.731,7285.309,23870.996,1878.754,1174221.063,,0.8210572122206498,0.7134266414624324,17770108.828,1194877.49,,-0.0856265796819925,-0.0856265796819925,28432.174,17770108.828,39852.975,24908109.391,0.102,0.146,1911.804,1911.804,2328.466,1455291.388,0.7134266387891995,0.8210572969500092,174216753.2156863,170603488.97945204,1.0211793103285798,18743.17647058824,9967749.232876712,0.0018803820233325,1878.754,,,,0.8310693048556432,33.05000000000018,449.712,Symmetric
99,117,PP4KO_female_slide1_MTs568_Cnb488_Asl647_1515_002_SIR_ALX_Nb1_telophase,Nb1,WT,telophase,1.0,41.0,0.152,281710.605,244434.957,196446.281,368265.875,42820.012,26762507.516,0.179,278648.036,307745.019,178563.734,395418.875,49933.728,31208580.047,0.152,24227.799,12119.352,5877.617,60043.184,3682.625,2301640.935,0.179,15816.057,14665.08,6370.802,30637.49,2834.237,1771398.422,0.226,89683.876,75625.196,66561.156,126831.133,20232.682,12645426.477,0.226,89683.876,75625.196,66561.156,126831.133,20232.682,12645426.477,0.226,13335.582,10324.625,4911.546,24025.316,3008.507,1880317.107,0.226,13335.582,10324.625,4911.546,24025.316,3008.507,1880317.107,,1.2993355455298017,0.8575368528685307,26762507.516,2301640.935,,0.1137213194748965,0.1137213194748965,42820.012,26762507.516,49933.728,31208580.047,0.152,0.179,3682.625,3682.625,2834.237,1771398.422,0.8575368536472983,1.2993355883788122,176069128.39473683,174349609.2011173,1.0098624780491248,24227.79605263158,9896080.569832403,0.002448221382361,3008.507,,,,1.188418068387377,674.1179999999999,-174.26999999999998,Daughter
100,119,PP4KO_female_slide1_MTs568_Cnb488_Asl647_1515_002_SIR_ALX_Nb5_prometaphase,Nb5,WT,prometaphase,1.0,92.0,0.09,153713.58,130532.245,114015.055,203034.016,13772.737,8607960.477,0.152,176311.385,133636.385,124746.414,281700.375,26799.331,16749581.562,0.09,25309.713,15410.71,10358.855,46789.129,2267.75,1417343.934,0.152,29621.229,27613.494,14825.334,52239.836,4502.427,2814016.709,0.173,108375.444,108506.884,78672.516,130452.844,18727.277,11704547.984,0.173,108375.444,108506.884,78672.516,130452.844,18727.277,11704547.984,0.173,21176.208,20488.131,10302.658,36774.547,3659.249,2287030.503,0.173,21176.208,20488.131,10302.658,36774.547,3659.249,2287030.503,,0.5036728920148,0.5139209266295341,8607960.477,1417343.934,,-0.2978514225097558,-0.2978514225097558,13772.737,8607960.477,26799.331,16749581.562,0.09,0.152,2267.75,2267.75,4502.427,2814016.709,0.513920925861918,0.5036727969159744,95644005.3,110194615.5394737,0.867955342752102,25197.222222222223,18513267.82236842,0.0013610359048432,3659.249,,,,0.8371099564745859,-1391.4989999999998,843.1779999999999,Symmetric
101,121,PP4KO_female_slide1_MTs568_Cnb488_Asl647_1515_003_SIR_ALX_Nb2_prophase,Nb2 AC,WT,prophase,5.0,85.0,0.042,302447.783,301408.201,178722.797,425055.844,12581.828,7863642.359,0.163,368059.458,251746.771,219600.891,518849.812,60067.304,37542064.703,0.042,23934.572,14950.776,5726.372,40710.781,995.678,622298.86,0.163,31636.558,33503.775,12866.329,54963.43,5163.086,3226928.937,0.176,153621.619,162430.818,101034.281,208321.062,27037.405,16898378.047,0.176,153621.619,162430.818,101034.281,208321.062,27037.405,16898378.047,0.176,24414.433,20762.587,9126.744,41329.727,4296.94,2685587.607,0.176,24414.433,20762.587,9126.744,41329.727,4296.94,2685587.607,,0.1928455420460968,0.2094621705335139,7863642.359,622298.86,,-0.7147903961402172,-0.7147903961402172,12581.828,7863642.359,60067.304,37542064.703,0.042,0.163,995.678,995.678,5163.086,3226928.937,0.2094621726322193,0.1928455191333245,187229579.97619048,230319415.35582823,0.8129127094514945,23706.61904761905,19797110.042944785,0.0011974787732246,4296.94,,,,0.8572098547264173,-3301.2619999999997,866.1460000000006,Symmetric
102,123,PP4KO_female_slide1_MTs568_Cnb488_Asl647_1515_003_SIR_ALX_Nb4_prophase,Nb4 AC,WT,prophase,18.0,67.0,0.043,102727.12,67179.945,67026.828,145422.438,4437.812,2773632.25,0.106,108489.899,132553.717,78738.875,146106.109,11456.533,7160333.305,0.043,13157.983,15759.935,6171.303,22267.629,568.425,355265.536,0.106,18045.173,13016.161,7422.434,44617.086,1905.57,1190981.408,0.16,34466.515,28853.219,25562.908,47441.34,5514.642,3446651.463,0.16,34466.515,28853.219,25562.908,47441.34,5514.642,3446651.463,0.16,9877.719,7470.272,2705.654,20512.111,1000.0,987771.937,0.16,9877.719,7470.272,2705.654,20512.111,1000.0,987771.937,,0.2982964583776273,0.3873607738431947,2773632.25,355265.536,,-0.5253519029107641,-0.5253519029107641,4437.812,2773632.25,11456.533,7160333.305,0.043,0.106,568.425,568.425,1905.57,1190981.408,0.3873608184954383,0.2982965726790409,64503075.58139535,67550314.1981132,0.954889349473922,13219.186046511628,11235673.66037736,0.0011765370235991,1000.0,,,,0.5405206840997707,-431.57500000000005,905.5699999999999,Mother
103,125,PP4KO_female_slide1_MTs568_Cnb488_Asl647_1515_003_SIR_ALX_Nb5_metaphase,Nb5 CS1,WT,metaphase,14.0,92.0,0.078,131214.84,88727.935,88499.344,205537.875,10287.243,6429527.172,0.106,158254.187,178698.28,66503.25,210472.812,16711.642,10444776.328,0.078,19555.315,16428.947,6441.415,28968.359,1533.137,958210.437,0.106,19139.042,10449.539,8654.036,30033.051,2021.083,1263176.782,0.099,51498.191,45293.428,38513.879,67200.898,5108.621,3192887.855,0.099,51498.191,45293.428,38513.879,67200.898,5108.621,3192887.855,0.099,15724.861,15087.413,6882.569,25553.148,1559.906,974941.353,0.099,15724.861,15087.413,6882.569,25553.148,1559.906,974941.353,,0.7585719201415785,0.6155734665915193,6429527.172,958210.437,,-0.1200032375009721,-0.1200032375009721,10287.243,6429527.172,16711.642,10444776.328,0.078,0.106,1533.137,1533.137,2021.083,1263176.782,0.6155734427532615,0.758572013123657,82429835.53846154,98535625.73584904,0.8365485571628339,19655.602564102563,11916762.094339622,0.0016494079858688,1559.906,,,,0.7949713989974682,-26.769000000000005,461.17700000000013,Mother
104,126,PP4KO_female_slide1_MTs568_Cnb488_Asl647_1515_003_SIR_ALX_Nb5_metaphase,Nb5 CS2,WT,metaphase,14.0,92.0,0.074,117311.737,92498.413,73182.039,173080.859,8634.144,5396339.891,0.147,126829.961,97137.243,68107.562,183326.141,18669.37,11668356.391,0.074,16040.851,13850.89,7742.781,26247.82,1180.607,737879.16,0.147,15273.618,16653.78,3741.202,25276.186,2248.277,1405172.888,0.099,51498.191,45293.428,38513.879,67200.898,5108.621,3192887.855,0.099,51498.191,45293.428,38513.879,67200.898,5108.621,3192887.855,0.099,15724.861,15087.413,6882.569,25553.148,1559.906,974941.353,0.099,15724.861,15087.413,6882.569,25553.148,1559.906,974941.353,,0.5251162802110654,0.4624764371409059,5396339.891,737879.16,,-0.2797445170467334,-0.2797445170467334,8634.144,5396339.891,18669.37,11668356.391,0.074,0.147,1180.607,1180.607,2248.277,1405172.888,0.462476452070959,0.5251163446497028,72923512.04054055,79376574.08843538,0.9187031926988268,15954.148648648648,9558999.23809524,0.0016690187174685,1559.906,,,,0.7146375557816051,-379.299,688.3710000000001,Mother
105,127,PP4KO_female_slide1_MTs568_Cnb488_Asl647_1515_004_SIR_ALX_Nb1_telophase,Nb1,WT,telophase,1.0,26.0,0.096,140577.275,127648.566,82375.625,213334.641,13495.418,8434636.477,0.131,136930.689,97283.253,49590.359,244940.453,17965.306,11228316.52,0.096,41621.705,9896.283,6842.489,98815.594,3995.684,2497302.281,0.131,16395.151,8692.39,5967.804,66619.445,2151.044,1344402.4,0.117,32865.924,22619.183,16549.078,51469.23,3838.74,2399212.479,0.117,32865.924,22619.183,16549.078,51469.23,3838.74,2399212.479,0.117,8840.898,5304.608,4099.98,14920.497,1032.617,645385.572,0.117,8840.898,5304.608,4099.98,14920.497,1032.617,645385.572,,1.8575556552115648,0.7511933300042026,8434636.477,2497302.281,,0.2689418347551818,0.2689418347551818,13495.418,8434636.477,17965.306,11228316.52,0.096,0.131,3995.684,3995.684,2151.044,1344402.4,0.7511933278509144,1.8575556799396016,87860796.63541667,85712339.84732823,1.0250658982349017,41621.708333333336,10262613.740458012,0.0040556635362051,1032.617,,,,2.696301035831132,2963.067,1118.427,Daughter
106,129,PP4KO_female_slide1_MTs568_Cnb488_Asl647_1515_007_SIR_ALX_Nb4_prophase,Nb4 AC,WT,prophase,14.0,67.0,0.054,28099.335,17681.267,7994.391,69225.016,1528.604,955377.388,0.107,26217.325,12158.286,2402.106,69004.297,2810.497,1756560.746,0.054,28099.335,17681.267,7994.391,69225.016,1528.604,955377.388,0.107,26217.325,12158.286,2402.106,69004.297,2810.497,1756560.746,0.226,93105.557,91194.111,60129.828,132755.0,21004.614,13127883.594,0.226,93105.557,91194.111,60129.828,132755.0,21004.614,13127883.594,0.181,17323.401,13476.328,7230.931,36038.527,1032.617,1957544.356,0.181,17323.401,13476.328,7230.931,36038.527,1032.617,1957544.356,,0.5438908902954614,0.5438908902954614,955377.388,955377.388,,-0.2644882151828891,-0.2644882151828891,1528.604,955377.388,2810.497,1756560.746,0.054,0.107,1528.604,1528.604,2810.497,1756560.746,0.54389099152214,0.54389099152214,17692173.851851854,16416455.57009346,1.0777097270669331,28307.48148148148,16416455.57009346,0.0017243357654529,1032.617,,,,0.2661904478654948,495.9870000000001,1777.8799999999999,Mother
107,131,PP4KO_female_slide1_MTs568_Cnb488_Asl647_1515_007_SIR_ALX_Nb5_telophase,Nb5,WT,telophase,23.0,60.0,0.125,118026.365,109065.917,56151.199,190938.938,14729.69,9206056.441,0.147,115552.238,82467.007,58714.129,176786.688,17009.289,10630805.9,0.125,22979.737,13032.655,4506.76,73796.57,2867.871,1792419.465,0.147,13181.131,10577.867,1395.953,27956.066,1940.263,1212664.08,0.147,47646.138,58640.232,24833.951,64624.332,7013.511,4383444.664,0.147,47646.138,58640.232,24833.951,64624.332,7013.511,4383444.664,0.147,10972.3,10716.139,2735.572,26354.359,1615.123,1009451.571,0.147,10972.3,10716.139,2735.572,26354.359,1615.123,1009451.571,,1.4780840750226558,0.8659791672990661,9206056.441,1792419.465,,0.1696991379017887,0.1696991379017887,14729.69,9206056.441,17009.289,10630805.9,0.125,0.147,2867.871,2867.871,1940.263,1212664.08,0.8659791717337509,1.4780836412383271,73648451.528,72318407.4829932,1.0183915007437017,22942.968,8249415.510204082,0.0027811628559163,1615.123,,,,4.352561968100268,1252.748,325.1399999999999,Daughter
108,132,PP4KO_female_slide1_MTs568_Cnb488_Asl647_1515_007_SIR_ALX_Nb6_telophase,Nb6,WT,telophase,1.0,38.0,0.077,98802.27,82733.335,73411.914,127036.266,7588.014,4742508.945,0.176,79458.658,74223.778,32564.689,116870.828,13984.724,8740452.357,0.077,64072.507,58963.319,283.855,160946.344,4920.769,3075480.354,0.176,14315.524,15569.242,2736.66,33583.055,2519.532,1574707.654,0.286,32896.921,38945.73,16508.059,46660.52,9421.678,5888548.924,0.286,32896.921,38945.73,16508.059,46660.52,9421.678,5888548.924,0.286,13334.637,16446.5,5763.876,23238.328,3819.04,2386899.998,0.286,13334.637,16446.5,5763.876,23238.328,3819.04,2386899.998,,1.9530484570820528,0.5425930777143185,4742508.945,3075480.354,,0.2907130187012048,0.2907130187012048,7588.014,4742508.945,13984.724,8740452.357,0.077,0.176,4920.769,4920.769,2519.532,1574707.654,0.5425930465270534,1.9530488201777156,61591025.25974026,49661661.11931819,1.2402127490612995,63906.09090909091,8947202.579545455,0.0071425778438491,3819.04,,,,1.2509545935805755,1101.7290000000003,-1299.5079999999998,Daughter
109,133,PP4KO_female_slide1_MTs568_Cnb488_Asl647_1515_007_SIR_ALX_Nb7_prophase,Nb7 AC,WT,prophase,12.0,81.0,0.034,225003.045,162705.671,162478.359,278861.969,7560.102,4725063.953,0.141,204573.242,210529.413,140272.984,269202.344,28803.912,18002445.3,0.034,40098.4,16405.048,16256.01,92563.641,1347.306,842066.393,0.141,41553.921,15838.535,5978.637,88737.125,5850.792,3656745.074,0.162,92601.862,81817.293,75669.031,120005.789,14964.461,9352788.102,0.162,92601.862,81817.293,75669.031,120005.789,14964.461,9352788.102,0.162,23176.019,23675.317,3292.069,41802.117,3745.245,2340777.916,0.162,23176.019,23675.317,3292.069,41802.117,3745.245,2340777.916,,0.2302775763580614,0.2624678966806803,4725063.953,842066.393,,-0.6377483500865367,-0.6377483500865367,7560.102,4725063.953,28803.912,18002445.3,0.034,0.141,1347.306,1347.306,5850.792,3656745.074,0.2624678897783051,0.2302775419122744,138972469.20588234,127676917.0212766,1.0884698068228214,39626.64705882352,25934362.22695036,0.001527959188356,3745.245,,,,0.6593299419975962,-2397.939,2105.5470000000005,Mother
110,135,PP4KO_female_slide1_MTs568_Cnb488_Asl647_1515_007_SIR_ALX_Nb8_telophase,Nb8,WT,telophase,1.0,43.0,0.106,13210.777,13029.608,4290.721,22553.211,1395.058,871911.278,0.107,24058.255,17626.035,6440.574,63143.109,2579.045,1611903.075,0.106,24058.255,17626.035,6440.574,63143.109,2579.045,1611903.075,0.107,13210.777,13029.608,4290.721,22553.211,1395.058,871911.278,0.11,32030.912,22021.281,15269.229,46985.293,3536.213,2210132.918,0.11,32030.912,22021.281,15269.229,46985.293,3536.213,2210132.918,0.11,12867.813,14453.575,4583.458,23231.059,1420.607,887879.125,0.11,12867.813,14453.575,4583.458,23231.059,1420.607,887879.125,,1.8487007975139411,0.5409204135924861,871911.278,1611903.075,,0.2668666285722001,0.2668666285722001,1395.058,871911.278,2579.045,1611903.075,0.106,0.107,2579.045,2579.045,1395.058,871911.278,0.5409203794427783,1.8487009142272224,8225578.094339623,15064514.719626168,0.5460234363622265,24330.61320754717,8148703.532710281,0.0029858262863386,1420.607,,,,1.7625755641539282,1158.438,-25.548999999999978,Daughter
111,137,PP4KO_female_slide1_MTs568_Cnb488_Asl647_1515_010_SIR_ALX_Nb4_telophase,Nb4,WT,telophase,12.0,60.0,0.149,122229.332,103320.655,77606.219,152839.312,16981.716,10613572.34,0.134,126352.052,132377.577,83569.383,171872.547,18187.725,11367327.92,0.149,35026.536,15071.043,6664.267,117030.156,5211.948,3257467.804,0.134,15767.252,11600.457,5929.192,29926.609,2119.119,1324449.206,0.173,55823.932,57156.49,39304.34,68884.602,9646.375,6028984.66,0.173,55823.932,57156.49,39304.34,68884.602,9646.375,6028984.66,0.173,13844.979,6865.236,4319.745,29874.48,2392.412,1495257.761,0.173,13844.979,6865.236,4319.745,29874.48,2392.412,1495257.761,,2.459488660828266,0.9336910498839556,10613572.34,3257467.804,,0.3908448246383607,0.3908448246383607,16981.716,10613572.34,18187.725,11367327.92,0.149,0.134,5211.948,5211.948,2119.119,1324449.206,0.9336910471210668,2.4594881174676835,71232029.12751678,84830805.37313433,0.8396953066070472,34979.516778523495,9883949.29850746,0.0035390222796676,2392.412,,,,2.115080383027835,2819.5360000000005,-273.29299999999967,Daughter
112,138,PP4KO_female_slide1_MTs568_Cnb488_Asl647_1515_011_SIR_ALX_Nb1_telophase,Nb1,WT,telophase,1.0,23.0,0.186,173933.873,109243.294,60624.133,289000.375,32282.127,20176329.24,0.162,221083.261,211620.301,126616.969,311815.719,35727.055,22329409.39,0.162,36029.014,19592.072,3640.825,112534.672,5822.289,3638930.371,0.186,14574.094,16892.338,3334.911,25798.998,2704.952,1690594.934,0.195,61670.758,64371.529,39605.641,93108.32,12038.132,7523832.523,0.195,61670.758,64371.529,39605.641,93108.32,12038.132,7523832.523,0.195,13393.727,10480.181,3973.307,24926.26,2614.456,1634034.737,0.195,13393.727,10480.181,3973.307,24926.26,2614.456,1634034.737,,2.152455504163956,0.9035764846084896,20176329.24,3638930.371,,0.3329341824272964,0.3329341824272964,32282.127,20176329.24,35727.055,22329409.39,0.186,0.162,5822.289,5822.289,2704.952,1690594.934,0.9035764912613145,2.15245557037611,108474888.38709676,137835860.43209878,0.7869859704654586,31302.629032258064,10435771.197530864,0.0029995511054961,2614.456,,,,259.43593935494994,3207.8329999999996,90.4960000000001,Daughter
113,141,PP4KO_female_slide1_MTs568_Cnb488_Asl647_1515_011_SIR_ALX_Nb7_metaphase,Nb7,WT,metaphase,29.0,92.0,0.066,360732.675,295487.565,235051.5,434685.469,23664.063,14790039.67,0.093,352148.873,311447.303,221287.594,432071.938,32679.415,20424634.66,0.066,29277.527,23957.993,13990.269,38408.809,1920.606,1200378.596,0.093,18439.656,19322.79,8616.09,29946.17,1711.2,1069500.025,0.075,125383.349,112447.882,105400.258,156222.562,9428.828,5893017.398,0.075,125383.349,112447.882,105400.258,156222.562,9428.828,5893017.398,0.075,17375.472,17370.832,10493.081,26143.785,1306.635,816647.185,0.075,17375.472,17370.832,10493.081,26143.785,1306.635,816647.185,,1.122373602562562,0.7241275017254091,14790039.67,1200378.596,,0.0501374438397703,0.0501374438397703,23664.063,14790039.67,32679.415,20424634.66,0.066,0.093,1920.606,1920.606,1711.2,1069500.025,0.7241274973863515,1.122373772791024,224091510.15151516,219619727.5268817,1.0203614797039853,29100.090909090908,11500000.268817203,0.0025304426285969,1306.635,,,,1.5731404363214467,613.971,404.56500000000005,Daughter
114,142,PP4KO_female_slide1_MTs568_Cnb488_Asl647_1515_012_SIR_ALX_Nb6_anaphase,Nb6,WT,anaphase,1.0,92.0,0.126,256276.03,230531.509,188813.578,342479.625,32393.29,20245806.34,0.142,287914.66,225301.83,174673.281,426341.406,40999.048,25624404.7,0.126,39965.999,43574.37,18694.516,72443.398,5051.702,3157313.924,0.142,33467.825,25635.677,19669.363,46232.43,4765.818,2978636.439,0.131,152273.428,124999.395,121931.367,196732.797,19978.274,12486421.125,0.131,152273.428,124999.395,121931.367,196732.797,19978.274,12486421.125,0.131,33522.257,16550.014,16471.908,56462.109,4398.12,2748825.053,0.131,33522.257,16550.014,16471.908,56462.109,4398.12,2748825.053,,1.0599863355797752,0.7900986023687021,20245806.34,3157313.924,,0.0253002667548152,0.0253002667548152,32393.29,20245806.34,40999.048,25624404.7,0.126,0.142,5051.702,5051.702,4765.818,2978636.439,0.7900985896062757,1.0599863444218809,160681002.6984127,180453554.2253521,0.8904285836218704,40092.87301587302,20976312.950704224,0.0019113403346953,4398.12,,,,2.2126348437187184,653.5820000000003,367.6980000000003,Daughter
115,145,PP4KO_female_slide1_MTs568_Cnb488_Asl647_1515_014_SIR_ALX_Nb1_telophase,Nb1,WT,telophase,1.0,92.0,0.134,210290.813,196754.155,136232.0,264810.188,28263.085,17664428.28,0.131,229614.265,240532.282,146518.219,314236.688,30125.392,18828369.75,0.134,59833.008,11727.902,11344.414,207690.375,7850.091,4906306.639,0.131,31079.84,38675.162,6752.961,71869.164,4177.13,2610706.561,0.184,147378.482,142293.27,83665.453,227289.578,27117.641,16948525.43,0.184,147378.482,142293.27,83665.453,227289.578,27117.641,16948525.43,0.184,28517.863,26242.019,6990.273,58062.262,5247.287,3279554.191,0.184,28517.863,26242.019,6990.273,58062.262,5247.287,3279554.191,,1.8793022212043236,0.9381815055974244,17664428.28,4906306.639,,0.27399662706541,0.27399662706541,28263.085,17664428.28,30125.392,18828369.75,0.134,0.131,7850.091,7850.091,4177.13,2610706.561,0.9381814849081466,1.8793025354729205,131824091.64179105,143728013.35877863,0.9171774420392732,58582.76865671642,19929057.71755725,0.0029395654068032,5247.287,,,,1.4524548729306277,2602.804,-1070.1570000000002,Daughter
116,147,RCS_phosCnb488_MTs568_Asl647_1515_001_SIR_ALX_Nb1_telophase,Nb1,phospho-Cnb,telophase,19.0,64.0,0.162,145802.985,133953.655,42002.496,223774.672,23561.762,14726101.441,0.157,193520.716,214392.479,79218.266,290867.188,30344.048,18965030.125,0.162,12983.938,7799.994,5410.904,26143.352,2098.204,1311377.688,0.157,8830.333,8009.629,2535.215,14262.829,1384.596,865372.674,0.142,25622.453,23366.367,17545.516,43460.957,3648.637,2280398.314,0.142,25622.453,23366.367,17545.516,43460.957,3648.637,2280398.314,0.142,7207.354,6430.79,3361.307,10880.805,1026.327,641454.531,0.142,7207.354,6430.79,3361.307,10880.805,1026.327,641454.531,,1.5153906835750166,0.7764871104310993,14726101.441,1311377.688,,0.1805246129355829,0.1805246129355829,23561.762,14726101.441,30344.048,18965030.125,0.162,0.157,2098.204,2098.204,1384.596,865372.674,0.7764871054778189,1.51539077102635,90901860.74691358,120796370.22292994,0.7525214588745839,12951.876543209875,5511927.859872611,0.0023497906490215,1026.327,,,,3.1790941891605393,1071.8770000000002,358.269,Daughter
117,148,RCS_phosCnb488_MTs568_Asl647_1515_004_SIR_ALX_Nb1_telophase,Nb1,phospho-Cnb,telophase,1.0,33.0,0.154,257567.841,188785.408,90998.68,473188.031,39562.42,24726512.75,0.179,318347.616,268376.407,115981.125,469041.688,57047.893,35654932.969,0.154,26777.426,22130.142,5510.714,57081.301,4113.013,2570632.92,0.179,12419.985,12349.827,6705.806,20272.654,2225.661,1391038.325,0.165,40584.545,41045.384,26114.385,53913.191,6688.333,4180208.135,0.165,40584.545,41045.384,26114.385,53913.191,6688.333,4180208.135,0.165,9485.717,6306.717,3622.902,15783.198,1563.246,977028.875,0.165,9485.717,6306.717,3622.902,15783.198,1563.246,977028.875,,1.8479957552571389,0.6934948600660207,24726512.75,2570632.92,,0.2667009693351058,0.2667009693351058,39562.42,24726512.75,57047.893,35654932.969,0.154,0.179,4113.013,4113.013,2225.661,1391038.325,0.6934948500201401,1.847996168329319,160561771.1038961,199189569.65921783,0.8060751944923228,26707.876623376626,7771163.826815642,0.0034367923799543,1563.246,,,,4.06628427631365,2549.767,662.415,Daughter
118,149,RCS_phosCnb488_MTs568_Asl647_1515_004_SIR_ALX_Nb2_telophase,Nb2,phospho-Cnb,telophase,29.0,71.0,0.168,227013.604,188343.346,129724.945,333892.438,38138.286,23836428.445,0.166,288756.43,252960.736,113422.641,448838.156,48049.07,30030668.734,0.168,13857.794,12078.466,6944.954,22497.369,2328.109,1455068.399,0.166,9856.798,5564.459,4669.114,15329.961,1640.171,1025106.942,0.152,37267.377,39880.121,21588.002,53994.801,5664.641,3540400.811,0.152,37267.377,39880.121,21588.002,53994.801,5664.641,3540400.811,0.152,8620.718,5735.148,4321.394,13257.718,1310.349,818968.256,0.152,8620.718,5735.148,4321.394,13257.718,1310.349,818968.256,,1.4194308314419746,0.793736185368825,23836428.445,1455068.399,,0.1521142343011366,0.1521142343011366,38138.286,23836428.445,48049.07,30030668.734,0.168,0.166,2328.109,2328.109,1640.171,1025106.942,0.7937361951022153,1.4194306569254058,141883502.64880952,180907642.9759036,0.7842869450668152,13857.791666666666,6175343.024096386,0.0022440521299939,1310.349,,,,3.368023052303638,1017.76,329.8220000000001,Daughter
119,150,RCS_phosCnb488_MTs568_Asl647_1515_004_SIR_ALX_Nb3_telophase,Nb3,phospho-Cnb,telophase,26.0,73.0,0.147,294565.567,254433.379,115667.75,455610.344,43360.051,27100032.156,0.181,379018.773,254690.494,162788.125,558200.0,68526.594,42829121.312,0.147,12197.934,10017.991,6380.826,19223.779,1795.536,1122209.971,0.181,11055.347,11977.378,4697.163,18978.658,1998.807,1249254.208,0.158,75045.594,71335.011,37154.125,120095.422,11887.222,7429513.766,0.158,75045.594,71335.011,37154.125,120095.422,11887.222,7429513.766,0.158,8960.48,10955.156,3621.162,15932.653,1419.34,887087.49,0.158,8960.48,10955.156,3621.162,15932.653,1419.34,887087.49,,0.8983039351106991,0.6327477969623212,27100032.156,1122209.971,,-0.0465766978441579,-0.0465766978441579,43360.051,27100032.156,68526.594,42829121.312,0.147,0.181,1795.536,1795.536,1998.807,1249254.208,0.6327477913173388,0.8983038382395099,184353960.244898,236624979.6243094,0.7790976275522459,12214.530612244898,6901956.950276244,0.0017697199070121,1419.34,,,,0.6213894623596632,376.19600000000014,579.4670000000001,Mother
